"","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
"2025009",4,20,7,557,600,708,724,"UA",667,"N340UA",131,144,107,-16,-3,"LGA","ORD",733,8,16,0,"",0,NA,NA,NA,NA,NA
"1043858",2,22,5,1352,1400,1523,1533,"9E",5679,"88399E",151,153,117,-10,-8,"PIT","MSP",726,12,22,0,"",0,NA,NA,NA,NA,NA
"1108990",2,8,5,1915,1855,2148,2131,"AS",342,"N982AS",153,156,130,17,20,"SEA","LGB",965,3,20,0,"",0,17,0,0,0,0
"1742428",3,5,3,1643,1620,1740,1721,"CO",6,"N18611",57,61,37,19,23,"IAH","SAT",191,2,18,0,"",0,19,0,0,0,0
"2002357",4,17,4,824,828,923,940,"OO",3881,"N862AS",119,132,94,-17,-4,"SLC","OAK",588,7,18,0,"",0,NA,NA,NA,NA,NA
"556428",1,19,6,2033,1950,2231,2205,"B6",338,"N274JB",118,135,95,26,43,"MCO","IAD",758,3,20,0,"",0,6,0,0,0,20
"1676950",3,24,1,1815,1815,2033,2050,"AA",889,"N598AA",258,275,239,-17,0,"ORD","LAX",1745,7,12,0,"",0,NA,NA,NA,NA,NA
"2479838",5,30,5,1642,1625,1747,1730,"WN",3395,"N906WN",65,65,52,17,17,"PHX","SAN",304,6,7,0,"",0,5,0,0,0,12
"3964016",7,14,1,1548,1551,1657,1709,"F9",811,"N805FR",189,198,165,-12,-3,"ATL","DEN",1199,8,16,0,"",0,NA,NA,NA,NA,NA
"2942679",5,21,3,756,805,1540,1607,"B6",322,"N595JB",284,302,264,-27,-9,"BUR","IAD",2279,5,15,0,"",0,NA,NA,NA,NA,NA
"3528044",6,9,1,1126,1130,1346,1402,"AS",584,"N615AS",140,152,117,-16,-4,"PDX","SNA",859,6,17,0,"",0,NA,NA,NA,NA,NA
"967476",2,5,2,803,805,945,951,"MQ",3221,"N286AE",102,106,82,-6,-2,"DFW","LFT",351,4,16,0,"",0,NA,NA,NA,NA,NA
"5185483",9,21,7,1331,1340,1410,1430,"MQ",3048,"N317AE",39,50,28,-20,-9,"SAN","LAX",109,6,5,0,"",0,NA,NA,NA,NA,NA
"4114203",7,21,1,2032,2035,2341,2340,"AA",864,"N516AA",129,125,108,1,-3,"DFW","IND",762,8,13,0,"",0,NA,NA,NA,NA,NA
"4321096",8,29,5,2133,2055,2234,2205,"WN",1210,"N278WN",61,70,47,29,38,"FLL","JAX",318,5,9,0,"",0,0,0,0,0,29
"1107509",2,4,1,1115,1115,1704,1658,"AS",808,"N581AS",229,223,199,6,0,"SEA","DFW",1660,11,19,0,"",0,NA,NA,NA,NA,NA
"677681",2,25,1,901,900,1422,1435,"WN",213,"N797MX",201,215,187,-13,1,"ABQ","BWI",1670,4,10,0,"",0,NA,NA,NA,NA,NA
"4210587",7,2,3,1613,1600,2325,2326,"DL",948,"N3732J",252,266,237,-1,13,"LAX","ATL",1946,5,10,0,"",0,NA,NA,NA,NA,NA
"4752594",8,14,4,2108,1940,2208,2040,"AA",1758,"N5DWAA",60,60,37,88,88,"MIA","MCO",193,5,18,0,"",0,0,17,0,0,71
"2480613",5,30,5,705,705,832,820,"WN",3863,"N457WN",207,195,190,12,0,"STL","PHX",1262,6,11,0,"",0,NA,NA,NA,NA,NA
"6038355",11,20,4,1556,1605,1807,1817,"XE",3039,"N12567",131,132,96,-10,-9,"EWR","CAE",602,3,32,0,"",0,NA,NA,NA,NA,NA
"1470568",3,26,3,1206,1211,1849,1907,"US",570,"N677AW",223,236,209,-18,-5,"PHX","TPA",1788,4,10,0,"",0,NA,NA,NA,NA,NA
"1766038",3,18,2,1729,1510,1944,1609,"CO",1706,"N14335",135,59,94,215,139,"AUS","IAH",140,13,28,0,"",0,0,0,129,0,86
"1197873",3,10,1,1605,1605,1701,1710,"WN",706,"N658SW",116,125,97,-9,0,"ABQ","LAX",677,7,12,0,"",0,NA,NA,NA,NA,NA
"5578721",10,6,1,1221,1221,1335,1346,"OO",6675,"N967SW",134,145,119,-11,0,"DEN","FAT",844,4,11,0,"",0,NA,NA,NA,NA,NA
"1393502",3,29,6,1454,1503,1535,1543,"OO",6314,"N934SW",41,40,23,-8,-9,"COS","DEN",72,7,11,0,"",0,NA,NA,NA,NA,NA
"2199976",4,20,7,713,715,836,840,"MQ",4516,"N819AE",83,85,66,-4,-2,"MIA","TLH",403,2,15,0,"",0,NA,NA,NA,NA,NA
"6880229",12,3,3,1714,1720,1812,1820,"9E",2331,"87589E",58,60,34,-8,-6,"DTW","SBN",157,3,21,0,"",0,NA,NA,NA,NA,NA
"4085964",7,22,2,1421,1425,1535,1535,"9E",5617,"87099E",74,70,40,0,-4,"MSP","BJI",199,5,29,0,"",0,NA,NA,NA,NA,NA
"3485437",6,5,4,1245,1245,1503,1505,"AA",638,"N3CDAA",138,140,108,-2,0,"DFW","MSP",852,6,24,0,"",0,NA,NA,NA,NA,NA
"2190881",4,17,4,1042,1050,1129,1130,"MQ",4151,"N699AE",107,100,79,-1,-8,"BUF","ORD",473,12,16,0,"",0,NA,NA,NA,NA,NA
"1115359",2,23,6,701,700,915,905,"AS",351,"N782AS",134,125,98,10,1,"SFO","SEA",679,8,28,0,"",0,NA,NA,NA,NA,NA
"1227960",3,18,2,846,845,1003,1000,"WN",1136,"N612SW",77,75,65,3,1,"STL","TUL",351,4,8,0,"",0,NA,NA,NA,NA,NA
"1733232",3,16,7,1650,1650,1953,1950,"B6",153,"N586JB",183,180,135,3,0,"JFK","MCO",944,9,39,0,"",0,NA,NA,NA,NA,NA
"6477134",12,6,6,1108,1110,1202,1205,"WN",1563,"N763SW",54,55,41,-3,-2,"SJC","RNO",188,5,8,0,"",0,NA,NA,NA,NA,NA
"6153004",11,20,4,607,615,721,737,"UA",1153,"N374UA",74,82,53,-16,-8,"SFO","LAX",337,7,14,0,"",0,NA,NA,NA,NA,NA
"3583556",6,3,2,1301,1305,1447,1456,"DL",1068,"N669DN",106,111,80,-9,-4,"PBI","ATL",545,13,13,0,"",0,NA,NA,NA,NA,NA
"4001509",7,6,7,1213,1220,1315,1325,"MQ",3137,"N822AE",62,65,48,-10,-7,"LAX","MRY",267,3,11,0,"",0,NA,NA,NA,NA,NA
"6176116",11,13,4,1525,1442,1654,1617,"US",450,"N622AW",89,95,76,37,43,"PHX","SLC",507,4,9,0,"",0,22,0,0,0,15
"4192509",7,27,7,1431,1103,1744,1425,"CO",1166,"N14613",133,142,97,199,208,"ORD","EWR",719,18,18,0,"",0,0,0,199,0,0
"1769270",3,14,5,900,900,1325,1315,"CO",1884,"N24706",265,255,203,10,0,"EWR","STT",1634,4,58,0,"",0,NA,NA,NA,NA,NA
"3817797",7,24,4,1824,1836,1858,1912,"OO",5492,"N235SW",34,36,21,-14,-12,"MRY","SFO",77,3,10,0,"",0,NA,NA,NA,NA,NA
"5958029",11,8,6,1232,1235,1326,1330,"WN",3372,"N634SW",54,55,42,-4,-3,"HOU","SAT",192,2,10,0,"",0,NA,NA,NA,NA,NA
"5061618",9,4,4,1259,1258,1422,1426,"UA",886,"N364UA",83,88,58,-4,1,"SFO","LAX",337,9,16,0,"",0,NA,NA,NA,NA,NA
"5899408",10,28,2,614,605,844,850,"B6",370,"N505JB",150,165,133,-6,9,"FLL","LGA",1076,6,11,0,"",0,NA,NA,NA,NA,NA
"939840",2,2,6,628,600,749,727,"FL",717,"N893AT",81,87,66,22,28,"MCO","ATL",403,5,10,0,"",0,22,0,0,0,0
"4733078",8,5,2,804,805,1035,1030,"AA",1054,"N3CEAA",151,145,130,5,-1,"MIA","DCA",920,5,16,0,"",0,NA,NA,NA,NA,NA
"1059751",2,4,1,1048,1030,1325,1305,"AA",411,"N462AA",217,215,182,20,18,"LGA","MSY",1183,3,32,0,"",0,0,18,2,0,0
"1930985",4,18,5,1244,1215,1325,1321,"YV",7172,"N77195",101,126,86,4,29,"GSP","ORD",577,6,9,0,"",0,NA,NA,NA,NA,NA
"2618333",5,15,4,1624,1554,1730,1710,"UA",417,"N315UA",126,136,89,20,30,"ATL","ORD",606,12,25,0,"",0,9,0,0,0,11
"49074",1,18,5,2123,2120,2230,2235,"WN",3936,"N749SW",67,75,54,-5,3,"BWI","MHT",377,3,10,0,"",0,NA,NA,NA,NA,NA
"3049407",6,18,3,1246,1245,1438,1440,"WN",2550,"N628SW",112,115,92,-2,1,"SMF","PHX",647,6,14,0,"",0,NA,NA,NA,NA,NA
"4732134",8,6,3,1642,1645,2004,1945,"AA",1028,"N533AA",142,120,101,19,-3,"DEN","DFW",641,11,30,0,"",0,0,0,19,0,0
"5292017",9,9,2,1022,1025,1121,1110,"AA",1173,"N4UCAA",119,105,91,11,-3,"DFW","ABQ",569,3,25,0,"",0,NA,NA,NA,NA,NA
"3442386",6,19,4,1202,1210,1417,1412,"NW",1187,"N8923E",135,122,102,5,-8,"MYR","DTW",636,16,17,0,"",0,NA,NA,NA,NA,NA
"5618078",10,6,1,900,901,1042,1101,"UA",1667,"N453UA",222,240,198,-19,-1,"ORD","LAS",1515,7,17,0,"",0,NA,NA,NA,NA,NA
"2913688",5,22,4,1549,1400,1842,1630,"AA",2082,"N064AA",173,150,130,132,109,"MIA","SJU",1045,5,38,0,"",0,79,0,23,0,30
"1522715",3,12,3,2014,2015,2208,2209,"EV",4855,"N826AS",114,114,90,-1,-1,"ATL","MDT",619,3,21,0,"",0,NA,NA,NA,NA,NA
"6209372",11,19,3,110,115,548,555,"DL",742,"N395DN",158,160,143,-7,-5,"DEN","ATL",1199,5,10,0,"",0,NA,NA,NA,NA,NA
"4645135",8,9,6,1623,1625,1813,1750,"MQ",4080,"N672AE",110,85,54,23,-2,"ORD","BNA",409,6,50,0,"",0,0,0,23,0,0
"3222941",6,2,1,1901,1900,2136,2123,"UA",277,"N529UA",335,323,292,13,1,"MCO","LAX",2217,8,35,0,"",0,NA,NA,NA,NA,NA
"6600840",12,31,3,1120,1125,1210,1220,"YV",2980,"N939LR",50,55,36,-10,-5,"TUS","PHX",110,8,6,0,"",0,NA,NA,NA,NA,NA
"2299039",4,6,7,1128,1130,1216,1230,"AA",1717,"N554AA",48,60,32,-14,-2,"DFW","AUS",190,4,12,0,"",0,NA,NA,NA,NA,NA
"3171027",6,4,3,1035,1015,1313,1244,"OO",6618,"N961SW",98,89,68,29,20,"DEN","FSD",483,5,25,0,"",0,0,0,9,0,20
"1987291",4,2,3,1909,1920,2041,2048,"OO",5922,"N961SW",92,88,58,-7,-11,"ORD","BNA",409,6,28,0,"",0,NA,NA,NA,NA,NA
"5572999",10,10,5,912,919,1112,1133,"OO",6441,"N708SK",120,134,105,-21,-7,"DFW","ORD",802,5,10,0,"",0,NA,NA,NA,NA,NA
"5618336",10,1,3,1821,1830,2025,2002,"US",776,"N121UW",124,92,63,23,-9,"BOS","PHL",280,3,58,0,"",0,0,0,23,0,0
"417750",1,30,3,1559,1430,1730,1650,"MQ",4652,"N700LE",91,140,72,40,89,"RDU","EWR",416,9,10,0,"",0,0,0,39,0,1
"5918399",10,8,3,608,614,734,750,"CO",625,"N27724",86,96,66,-16,-6,"EWR","CLE",404,6,14,0,"",0,NA,NA,NA,NA,NA
"4916595",9,24,3,840,840,941,940,"WN",277,"N213WN",61,60,44,1,0,"STL","MDW",251,6,11,0,"",0,NA,NA,NA,NA,NA
"5566297",10,30,4,1656,1650,1901,1909,"OO",5994,"N772SK",65,79,50,-8,6,"ORD","DTW",235,3,12,0,"",0,NA,NA,NA,NA,NA
"6000396",11,21,5,2137,2130,2225,2230,"WN",718,"N287WN",108,120,92,-5,7,"DEN","LAS",629,4,12,0,"",0,NA,NA,NA,NA,NA
"4710108",8,12,2,1121,1125,1251,1300,"9E",5902,"84099E",90,95,77,-9,-4,"ICT","MEM",453,7,6,0,"",0,NA,NA,NA,NA,NA
"2673510",5,23,5,1449,1445,2230,2228,"US",1829,"N937UW",281,283,249,2,4,"LAS","PHL",2176,4,28,0,"",0,NA,NA,NA,NA,NA
"401159",1,22,2,NA,1640,NA,1730,"MQ",3965,"",NA,50,NA,NA,NA,"ORD","MLI",139,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"5361706",9,30,2,555,600,743,756,"CO",689,"N21723",168,176,150,-13,-5,"DTW","IAH",1076,9,9,0,"",0,NA,NA,NA,NA,NA
"6319133",11,7,5,1725,1722,1921,1903,"NW",340,"N345NW",116,101,86,18,3,"DTW","RDU",501,10,20,0,"",0,0,0,18,0,0
"3266983",6,10,2,2058,2035,26,2245,"US",1559,"N956UW",328,250,227,101,23,"PHL","DEN",1557,9,92,0,"",0,0,0,101,0,0
"5167938",9,12,5,1102,955,1209,1049,"FL",22,"N983AT",127,114,83,80,67,"ATL","MDW",590,7,37,0,"",0,0,0,13,0,67
"326803",1,31,4,929,930,1135,1143,"EV",4283,"N707EV",126,133,104,-8,-1,"DTW","ATL",594,9,13,0,"",0,NA,NA,NA,NA,NA
"6027056",11,29,6,1611,1610,1701,1705,"WN",89,"N714CB",50,55,35,-4,1,"TPA","FLL",197,5,10,0,"",0,NA,NA,NA,NA,NA
"5743725",10,6,1,1047,1040,1153,1155,"MQ",3381,"N616MQ",66,75,53,-2,7,"DFW","SGF",364,1,12,0,"",0,NA,NA,NA,NA,NA
"5902452",10,30,4,1130,1117,1443,1440,"CO",1166,"N11206",133,143,100,3,13,"ORD","EWR",719,5,28,0,"",0,NA,NA,NA,NA,NA
"3470713",6,17,2,1500,1505,1612,1620,"9E",5891,"85989E",72,75,53,-8,-5,"DTW","LEX",296,5,14,0,"",0,NA,NA,NA,NA,NA
"5704700",10,16,4,955,1001,1242,1239,"EV",5040,"N842AS",107,98,81,3,-6,"SHV","ATL",552,15,11,0,"",0,NA,NA,NA,NA,NA
"290780",1,28,1,1307,1131,1804,1648,"US",295,"N604AW",177,197,145,76,96,"LAS","MSP",1300,6,26,0,"",0,17,0,0,0,59
"5233142",9,11,4,717,724,1235,1256,"NW",544,"N357NB",198,212,168,-21,-7,"SLC","DTW",1481,12,18,0,"",0,NA,NA,NA,NA,NA
"4208473",7,25,5,930,932,1432,1444,"CO",296,"N32404",182,192,160,-12,-2,"LAS","IAH",1222,13,9,0,"",0,NA,NA,NA,NA,NA
"7496",1,5,6,924,930,1032,1035,"WN",1171,"N280WN",68,65,47,-3,-6,"OAK","BUR",325,8,13,0,"",0,NA,NA,NA,NA,NA
"1475739",3,30,7,2031,1715,2203,1856,"US",1919,"N765US",92,101,77,187,196,"TPA","CLT",508,7,8,0,"",0,4,0,0,0,183
"3420151",6,17,2,648,650,1202,1156,"NW",116,"N511US",194,186,155,6,-2,"PHX","MSP",1276,14,25,0,"",0,NA,NA,NA,NA,NA
"5667870",10,19,7,1226,1210,1532,1516,"DL",66,"N659DL",126,126,96,16,16,"DFW","ATL",732,17,13,0,"",0,0,0,0,0,16
"513307",1,10,4,1110,1110,1426,1435,"AA",1638,"N518AA",136,145,122,-9,0,"DFW","MCO",984,5,9,0,"",0,NA,NA,NA,NA,NA
"2818174",5,13,2,638,630,827,818,"NW",382,"N545US",109,108,91,9,8,"DTW","BOS",632,7,11,0,"",0,NA,NA,NA,NA,NA
"305126",1,17,4,1533,1440,1725,1631,"DL",885,"N830MH",292,291,263,54,53,"ATL","LAX",1946,11,18,0,"",0,53,0,1,0,0
"4464442",8,30,6,947,947,1207,1211,"UA",331,"N553UA",260,264,235,-4,0,"ORD","SEA",1721,7,18,0,"",0,NA,NA,NA,NA,NA
"4610855",8,27,3,1206,1159,1451,1440,"FL",660,"N935AT",165,161,141,11,7,"HPN","PBI",1057,3,21,0,"",0,NA,NA,NA,NA,NA
"1438149",3,1,6,1854,1900,2026,2030,"US",469,"N624AW",92,90,69,-4,-6,"LAS","SFO",414,10,13,0,"",0,NA,NA,NA,NA,NA
"242790",1,7,1,1159,1200,1229,1238,"UA",859,"N806UA",90,98,77,-9,-1,"OMA","DEN",472,5,8,0,"",0,NA,NA,NA,NA,NA
"773787",2,6,3,2050,2020,2256,2219,"OO",5981,"N929SW",126,119,84,37,30,"ORD","FAR",557,5,37,0,"",0,0,0,0,0,37
"6421581",11,21,5,1045,1039,1316,1313,"B6",870,"N641JB",151,154,131,3,6,"PBI","JFK",1028,7,13,0,"",0,NA,NA,NA,NA,NA
"3413749",6,4,3,1415,1345,1609,1545,"MQ",4560,"N711PH",114,120,99,24,30,"BOS","RDU",612,4,11,0,"",0,0,6,0,0,18
"3967836",7,26,6,644,625,940,920,"F9",110,"N934FR",116,115,95,20,19,"DEN","MSP",680,4,17,0,"",0,19,0,1,0,0
"3503089",6,4,3,2205,2020,110,2220,"AA",1421,"N548AA",245,180,159,170,105,"IAD","DFW",1172,3,83,0,"",0,0,55,65,0,50
"1130255",2,23,6,1821,1825,1958,2009,"B6",1108,"N203JB",97,104,64,-11,-4,"RDU","JFK",426,10,23,0,"",0,NA,NA,NA,NA,NA
"4312561",8,26,2,1236,1240,1323,1335,"WN",194,"N733SA",107,115,99,-12,-4,"RDU","MDW",632,2,6,0,"",0,NA,NA,NA,NA,NA
"3248442",6,14,6,2326,2220,42,2350,"UA",1274,"N305UA",76,90,61,52,66,"SFO","EUG",451,2,13,0,"",0,31,0,0,0,21
"3798790",7,13,7,628,635,910,910,"OO",3840,"N813SK",102,95,72,0,-7,"PSC","SLC",521,20,10,0,"",0,NA,NA,NA,NA,NA
"1069452",2,12,2,2008,1930,2226,2155,"AA",868,"N3CKAA",138,145,117,31,38,"MIA","DCA",920,4,17,0,"",0,10,0,0,0,21
"6004019",11,22,6,1854,1820,1957,1925,"WN",1963,"N318SW",63,65,45,32,34,"LAS","BUR",223,3,15,0,"",0,0,0,1,0,31
"1759825",3,4,2,635,635,922,940,"CO",1418,"N11206",167,185,150,-18,0,"EWR","TPA",998,4,13,0,"",0,NA,NA,NA,NA,NA
"1328708",3,31,1,NA,1834,NA,1940,"YV",7197,"N17175",NA,126,NA,NA,NA,"MDT","ORD",594,NA,NA,1,"C",0,NA,NA,NA,NA,NA
"2387219",4,15,2,631,630,748,741,"DL",1907,"N916DE",77,71,51,7,1,"BOS","LGA",185,5,21,0,"",0,NA,NA,NA,NA,NA
"1187301",3,6,4,1324,1325,1552,1605,"WN",1045,"N398SW",148,160,132,-13,-1,"PHL","MCO",861,9,7,0,"",0,NA,NA,NA,NA,NA
"2505658",5,1,4,2011,1950,2156,2143,"XE",3074,"N14945",105,113,85,13,21,"CMH","EWR",462,12,8,0,"",0,NA,NA,NA,NA,NA
"5377584",9,10,3,945,945,1119,1119,"DL",35,"N828MH",94,94,62,0,0,"ATL","MCO",403,8,24,0,"",0,NA,NA,NA,NA,NA
"3077469",6,27,5,802,800,1025,1030,"WN",1609,"N344SW",83,90,69,-5,2,"DEN","OKC",495,4,10,0,"",0,NA,NA,NA,NA,NA
"832052",2,29,5,2224,2010,4,2210,"UA",719,"N933UA",100,120,85,114,134,"ORD","ICT",588,4,11,0,"",0,13,0,0,0,101
"1406991",3,28,5,2318,2126,125,2340,"UA",334,"N412UA",67,74,44,105,112,"ORD","CMH",296,4,19,0,"",0,0,0,0,0,105
"4756892",8,9,6,1538,1445,1705,1610,"AA",1931,"N472AA",87,85,58,55,53,"SFO","LAX",337,12,17,0,"",0,53,0,2,0,0
"1127581",2,19,2,658,700,1057,1133,"B6",620,"N247JB",179,213,164,-36,-2,"HOU","JFK",1428,6,9,0,"",0,NA,NA,NA,NA,NA
"3877799",7,5,6,1336,1339,1633,1637,"US",75,"N168AW",177,178,158,-4,-3,"PHX","SEA",1107,5,14,0,"",0,NA,NA,NA,NA,NA
"5605969",10,30,4,657,703,1020,1025,"UA",837,"N532UA",383,382,343,-5,-6,"JFK","SFO",2586,9,31,0,"",0,NA,NA,NA,NA,NA
"6477228",12,6,6,1519,1525,1700,1720,"WN",872,"N490WN",101,115,86,-20,-6,"SMF","SEA",605,6,9,0,"",0,NA,NA,NA,NA,NA
"1410897",3,3,1,1404,1411,1656,1723,"UA",430,"N924UA",112,132,100,-27,-7,"GEG","DEN",836,4,8,0,"",0,NA,NA,NA,NA,NA
"1526337",3,5,3,1008,1010,1129,1137,"F9",413,"N905FR",141,147,122,-8,-2,"DEN","LAX",862,8,11,0,"",0,NA,NA,NA,NA,NA
"4184447",7,22,2,1424,1405,1830,1814,"CO",466,"N56859",246,249,211,16,19,"SJU","EWR",1608,24,11,0,"",0,0,0,0,0,16
"3695769",7,30,3,1018,1020,1311,1305,"WN",2063,"N336SW",113,105,99,6,-2,"JAN","MCO",587,7,7,0,"",0,NA,NA,NA,NA,NA
"2479262",5,30,5,1356,1400,1838,1735,"WN",1860,"N279WN",222,155,135,63,-4,"MDW","TPA",997,4,83,0,"",0,0,0,63,0,0
"6857402",12,10,3,657,705,929,927,"NW",372,"N359NW",92,82,56,2,-8,"MSN","DTW",312,21,15,0,"",0,NA,NA,NA,NA,NA
"2786373",5,25,7,1302,1305,1430,1445,"MQ",3821,"N676AE",88,100,75,-15,-3,"DFW","MOB",540,2,11,0,"",0,NA,NA,NA,NA,NA
"2385718",4,14,1,831,836,945,957,"DL",1552,"N977DL",74,81,57,-12,-5,"ATL","DAB",366,4,13,0,"",0,NA,NA,NA,NA,NA
"5115517",9,17,3,1852,1850,2033,2041,"DL",750,"N613DL",101,111,82,-8,2,"ATL","FLL",581,6,13,0,"",0,NA,NA,NA,NA,NA
"2016191",4,23,3,955,945,1117,1118,"UA",393,"N381UA",82,93,65,-1,10,"ORD","MCI",403,4,13,0,"",0,NA,NA,NA,NA,NA
"3794754",7,10,4,835,840,936,932,"OO",6070,"N964SW",121,112,101,4,-5,"DEN","TUS",639,3,17,0,"",0,NA,NA,NA,NA,NA
"5965347",11,10,1,1454,1455,1558,1555,"WN",2375,"N300SW",124,120,105,3,-1,"PHX","OAK",646,6,13,0,"",0,NA,NA,NA,NA,NA
"3714811",7,15,2,1956,2005,2132,2142,"XE",1210,"N17507",96,97,42,-10,-9,"EWR","IAD",213,8,46,0,"",0,NA,NA,NA,NA,NA
"6615040",12,28,7,1305,1305,1429,1430,"OH",6469,"N868CA",84,85,58,-1,0,"CVG","RDU",390,6,20,0,"",0,NA,NA,NA,NA,NA
"5685284",10,5,7,550,600,646,650,"EV",5091,"N641AS",56,50,30,-4,-10,"MCN","ATL",79,6,20,0,"",0,NA,NA,NA,NA,NA
"6537992",12,26,5,1453,1420,1608,1535,"WN",82,"N671SW",75,75,62,33,33,"ELP","PHX",347,4,9,0,"",0,0,0,4,0,29
"464346",1,26,6,2121,2125,2233,2240,"9E",4772,"89149E",132,135,106,-7,-4,"MSP","CPR",674,4,22,0,"",0,NA,NA,NA,NA,NA
"4163203",7,30,3,1654,1700,1858,1910,"AS",330,"N958AS",124,130,104,-12,-6,"SEA","SJC",697,3,17,0,"",0,NA,NA,NA,NA,NA
"2793438",5,29,4,1830,1825,1929,1910,"MQ",4095,"N923AE",59,45,28,19,5,"MKE","ORD",67,18,13,0,"",0,0,0,19,0,0
"6711921",12,16,2,1847,1850,2315,2325,"US",397,"N316AW",148,155,133,-10,-3,"LAS","DFW",1055,4,11,0,"",0,NA,NA,NA,NA,NA
"4334529",8,14,4,2041,1835,2254,2045,"XE",3073,"N15985",133,130,88,129,126,"GRR","EWR",605,7,38,0,"",0,0,0,129,0,0
"4880273",9,13,6,1414,1420,1539,1605,"WN",2708,"N905WN",145,165,130,-26,-6,"TPA","MCI",1048,5,10,0,"",0,NA,NA,NA,NA,NA
"2763061",5,31,6,831,840,1056,1110,"HA",1,"N592HA",325,330,313,-14,-9,"LAX","HNL",2556,3,9,0,"",0,NA,NA,NA,NA,NA
"5070940",9,12,5,1023,1029,1225,1225,"UA",1575,"N480UA",242,236,213,0,-6,"ORD","LAS",1515,9,20,0,"",0,NA,NA,NA,NA,NA
"4208193",7,1,2,1010,1005,1251,1304,"CO",700,"N33264",161,179,139,-13,5,"FLL","EWR",1065,9,13,0,"",0,NA,NA,NA,NA,NA
"2574929",5,12,1,1352,1400,1656,1709,"OO",5972,"N982SW",124,129,110,-13,-8,"BFL","DEN",845,5,9,0,"",0,NA,NA,NA,NA,NA
"4104315",7,31,4,1952,1955,2254,2300,"AA",434,"N3DBAA",122,125,105,-6,-3,"BNA","LGA",764,4,13,0,"",0,NA,NA,NA,NA,NA
"1206774",3,12,3,1245,1115,1348,1225,"WN",92,"N779SW",63,70,51,83,90,"MSY","HOU",303,5,7,0,"",0,82,0,0,0,1
"4597119",8,9,6,2108,1850,2333,2121,"FL",668,"N923AT",145,151,130,132,138,"HPN","MCO",972,5,10,0,"",0,132,0,0,0,0
"6509504",12,16,2,1047,1050,1327,1330,"WN",2102,"N275WN",160,160,145,-3,-3,"TPA","PVD",1137,5,10,0,"",0,NA,NA,NA,NA,NA
"4857690",9,7,7,1736,1740,2017,2020,"WN",549,"N287WN",161,160,145,-3,-4,"BUF","TPA",1054,6,10,0,"",0,NA,NA,NA,NA,NA
"352087",1,24,4,1725,1730,1956,1951,"F9",511,"N907FR",271,261,225,5,-5,"LGA","DEN",1619,10,36,0,"",0,NA,NA,NA,NA,NA
"6462101",11,12,3,1340,1341,1602,1601,"DL",170,"N664DN",82,80,59,1,-1,"LAS","SLC",368,7,16,0,"",0,NA,NA,NA,NA,NA
"2117564",4,3,4,2155,2045,2355,2205,"EV",4534,"N904EV",120,80,60,110,70,"ATL","CRW",363,5,55,0,"",0,0,0,110,0,0
"5516458",10,20,1,1432,1435,1547,1552,"YV",2671,"N922FJ",75,77,50,-5,-3,"RIC","CLT",256,6,19,0,"",0,NA,NA,NA,NA,NA
"6318354",11,18,2,1858,1905,2035,2108,"NW",309,"N348NW",217,243,196,-33,-7,"MSP","LAX",1536,8,13,0,"",0,NA,NA,NA,NA,NA
"2620553",5,31,6,610,618,940,951,"UA",484,"N927UA",150,153,110,-11,-8,"SAN","DEN",853,20,20,0,"",0,NA,NA,NA,NA,NA
"6015059",11,25,2,659,700,900,910,"WN",817,"N256WN",121,130,105,-10,-1,"SAT","BNA",822,5,11,0,"",0,NA,NA,NA,NA,NA
"6622118",12,12,5,1712,1715,1821,1820,"OO",4500,"N367CA",69,65,46,1,-3,"BOI","SLC",291,13,10,0,"",0,NA,NA,NA,NA,NA
"5391454",10,5,7,1345,1350,1441,1510,"WN",651,"N642WN",56,80,40,-29,-5,"LAS","SAN",258,2,14,0,"",0,NA,NA,NA,NA,NA
"3572615",6,21,6,1026,1018,1117,1113,"CO",179,"N17245",51,55,33,4,8,"IAH","SAT",191,4,14,0,"",0,NA,NA,NA,NA,NA
"1210168",3,13,4,859,900,1113,1125,"WN",3480,"N711HK",254,265,241,-12,-1,"MDW","SMF",1790,4,9,0,"",0,NA,NA,NA,NA,NA
"3379797",6,16,1,1250,1250,1352,1405,"MQ",3199,"N848AE",62,75,48,-13,0,"SJC","LAX",308,7,7,0,"",0,NA,NA,NA,NA,NA
"5642414",10,21,2,1453,1455,1809,1818,"US",1100,"N925UW",136,143,111,-9,-2,"DFW","CLT",936,12,13,0,"",0,NA,NA,NA,NA,NA
"152743",1,4,5,1325,1325,1541,1545,"OH",5325,"N999CA",136,140,114,-4,0,"BDL","CVG",661,2,20,0,"",0,NA,NA,NA,NA,NA
"3875930",7,4,5,2200,2207,2351,6,"US",1974,"N432US",111,119,88,-15,-7,"CLT","ALB",646,4,19,0,"",0,NA,NA,NA,NA,NA
"4587709",8,22,5,1846,1850,2219,2220,"F9",237,"N912FR",153,150,129,-1,-4,"DEN","BNA",1013,7,17,0,"",0,NA,NA,NA,NA,NA
